[DEBUG] 2023-03-01 13:47:30.938 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2023-03-01 13:47:30.955 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2023-03-01 13:47:30.959 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2023-03-01 13:47:31.177 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2023-03-01 13:47:31.188 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2023-03-01 13:47:31.605 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [.//Hibernate/Hiberntae Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2023-03-01 13:47:31.613 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2023-03-01 13:47:31.618 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2023-03-01 13:47:32.364 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2023-03-01 13:47:32.412 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2023-03-01 13:47:32.412 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2023-03-01 13:47:32.429 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2023-03-01 13:47:32.494 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@6c518474
[DEBUG] 2023-03-01 13:47:32.495 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@6c518474
[DEBUG] 2023-03-01 13:47:32.495 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@6c518474
[DEBUG] 2023-03-01 13:47:32.496 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@5e2a3040
[DEBUG] 2023-03-01 13:47:32.497 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@64524dd
[DEBUG] 2023-03-01 13:47:32.497 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@7479b626
[DEBUG] 2023-03-01 13:47:32.546 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@5ff2b8ca
[DEBUG] 2023-03-01 13:47:32.569 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@5ff2b8ca
[DEBUG] 2023-03-01 13:47:32.570 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@5ff2b8ca
[DEBUG] 2023-03-01 13:47:32.572 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@5fe7f967
[DEBUG] 2023-03-01 13:47:32.573 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@5fe7f967
[DEBUG] 2023-03-01 13:47:32.573 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@5fe7f967
[DEBUG] 2023-03-01 13:47:32.574 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@5e8cda75
[DEBUG] 2023-03-01 13:47:32.574 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@5e8cda75
[DEBUG] 2023-03-01 13:47:32.574 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@5e8cda75
[DEBUG] 2023-03-01 13:47:32.575 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@222afc67
[DEBUG] 2023-03-01 13:47:32.575 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@222afc67
[DEBUG] 2023-03-01 13:47:32.575 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@222afc67
[DEBUG] 2023-03-01 13:47:32.576 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@3ae9d1e2
[DEBUG] 2023-03-01 13:47:32.576 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@3ae9d1e2
[DEBUG] 2023-03-01 13:47:32.576 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@3ae9d1e2
[DEBUG] 2023-03-01 13:47:32.577 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@2e060819
[DEBUG] 2023-03-01 13:47:32.577 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@2e060819
[DEBUG] 2023-03-01 13:47:32.583 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@2e060819
[DEBUG] 2023-03-01 13:47:32.584 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@216914
[DEBUG] 2023-03-01 13:47:32.603 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@216914
[DEBUG] 2023-03-01 13:47:32.603 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@216914
[DEBUG] 2023-03-01 13:47:32.604 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@61af1510
[DEBUG] 2023-03-01 13:47:32.605 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@61af1510
[DEBUG] 2023-03-01 13:47:32.605 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@3901f6af
[DEBUG] 2023-03-01 13:47:32.609 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@3901f6af
[DEBUG] 2023-03-01 13:47:32.610 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@13da7ab0
[DEBUG] 2023-03-01 13:47:32.610 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@13da7ab0
[DEBUG] 2023-03-01 13:47:32.611 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@77eb5790
[DEBUG] 2023-03-01 13:47:32.611 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@ef1695a
[DEBUG] 2023-03-01 13:47:32.611 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@27b45ea
[DEBUG] 2023-03-01 13:47:32.612 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@27b45ea
[DEBUG] 2023-03-01 13:47:32.612 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@6778aea6
[DEBUG] 2023-03-01 13:47:32.612 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@6778aea6
[DEBUG] 2023-03-01 13:47:32.637 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@2dfe5525
[DEBUG] 2023-03-01 13:47:32.638 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@2dfe5525
[DEBUG] 2023-03-01 13:47:32.639 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@6d303498
[DEBUG] 2023-03-01 13:47:32.640 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@6d303498
[DEBUG] 2023-03-01 13:47:32.643 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@29eda4f8
[DEBUG] 2023-03-01 13:47:32.643 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@29eda4f8
[DEBUG] 2023-03-01 13:47:32.644 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@57402ba1
[DEBUG] 2023-03-01 13:47:32.651 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@57402ba1
[DEBUG] 2023-03-01 13:47:32.653 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@62573c86
[DEBUG] 2023-03-01 13:47:32.661 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@62573c86
[DEBUG] 2023-03-01 13:47:32.668 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@3936df72
[DEBUG] 2023-03-01 13:47:32.668 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@3936df72
[DEBUG] 2023-03-01 13:47:32.671 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@3ce53f6a
[DEBUG] 2023-03-01 13:47:32.672 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@3ce53f6a
[DEBUG] 2023-03-01 13:47:32.673 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@8f2098e
[DEBUG] 2023-03-01 13:47:32.691 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@8f2098e
[DEBUG] 2023-03-01 13:47:32.692 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@481e91b6
[DEBUG] 2023-03-01 13:47:32.693 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@481e91b6
[DEBUG] 2023-03-01 13:47:32.694 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@3dd818e8
[DEBUG] 2023-03-01 13:47:32.694 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@3dd818e8
[DEBUG] 2023-03-01 13:47:32.695 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@3dd818e8
[DEBUG] 2023-03-01 13:47:32.696 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@47b67fcb
[DEBUG] 2023-03-01 13:47:32.698 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@6b8280e6
[DEBUG] 2023-03-01 13:47:32.698 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@6b8280e6
[DEBUG] 2023-03-01 13:47:32.698 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@6b8280e6
[DEBUG] 2023-03-01 13:47:32.700 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@15dc339f
[DEBUG] 2023-03-01 13:47:32.701 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@76889e60
[DEBUG] 2023-03-01 13:47:32.701 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@76889e60
[DEBUG] 2023-03-01 13:47:32.703 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@3e104d4b
[DEBUG] 2023-03-01 13:47:32.703 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@3e104d4b
[DEBUG] 2023-03-01 13:47:32.713 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@64469d8
